City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Gogrial,SS,8.5332,28.1004,79.18,71,98,4.47,light rain
698,Bogovarovo,RU,58.9785,47.0246,60.62,86,98,3.04,light rain
699,Isfana,KG,39.8386,69.5306,72.16,25,0,6.06,clear sky
700,Edirne,TR,41.6772,26.556,71.8,40,0,7.02,clear sky
701,Sakakah,SA,29.9697,40.2064,96.37,14,47,7.76,scattered clouds
702,Morant Bay,JM,17.8815,-76.4093,94.71,66,10,13.51,clear sky
703,San Antonio,US,29.4241,-98.4936,102.51,25,75,10.36,broken clouds
704,Zabrat,AZ,40.4761,49.9416,78.42,73,0,11.5,clear sky
705,Gedo,ET,9.0167,37.45,53.11,88,100,0.94,overcast clouds
706,Chitradurga,IN,14.2333,76.4,70.61,89,100,17.29,moderate rain
707,Banyo,CM,6.75,11.8167,64.24,97,100,4.16,overcast clouds
708,Point Pedro,LK,9.8167,80.2333,80.47,85,100,14.18,overcast clouds
709,Mayumba,GA,-3.432,10.6554,70.65,86,44,6.44,scattered clouds
710,Whitehaven,GB,54.549,-3.5841,72.66,55,100,8.01,overcast clouds
711,Tashtagol,RU,52.7657,87.8894,59.43,99,100,3.51,moderate rain
712,Louga,RU,58.7372,29.8453,53.64,97,100,4.72,overcast clouds
713,Lardos,GR,36.0942,28.0157,89.42,50,0,8.77,clear sky
714,San Juan,AR,-31.5375,-68.5364,64.69,13,0,9.22,clear sky
715,Graaff-Reinet,ZA,-32.2522,24.5308,65.91,36,0,11.3,clear sky
716,Magdeburg,DE,52.1667,11.6667,70.93,45,100,4.38,overcast clouds
717,Panguipulli,CL,-39.6333,-72.3333,37.17,100,100,2.3,overcast clouds
718,Mbanza-Ngungu,CD,-5.25,14.8667,70.7,66,64,4.74,broken clouds
719,Baran,IN,25.1,76.5167,82.45,82,100,8.66,overcast clouds
720,Manaure,CO,11.7751,-72.4445,90.39,51,100,20.07,overcast clouds
721,Viransehir,TR,37.2353,39.7631,91.29,16,0,4.21,clear sky
722,Ponta Delgada,PT,37.7333,-25.6667,72.32,88,40,13.8,scattered clouds
723,Great Yarmouth,GB,52.6083,1.7305,75.45,61,50,12.68,scattered clouds
724,Sabha,LY,27.0377,14.4283,86.86,13,0,8.23,clear sky
725,Ostrovnoy,RU,68.0531,39.5131,58.84,73,13,10.27,few clouds
